Municipios;Sexo;Periodo;Total
03133 Torrevieja;Ambos sexos;2019;46,42
03133 Torrevieja;Ambos sexos;2018;46,01
03133 Torrevieja;Ambos sexos;2017;45,93
03133 Torrevieja;Ambos sexos;2016;45,38
03133 Torrevieja;Ambos sexos;2015;44,94
03133 Torrevieja;Ambos sexos;2014;44,04
03133 Torrevieja;Hombres;2019;50,36
03133 Torrevieja;Hombres;2018;50,06
03133 Torrevieja;Hombres;2017;49,75
03133 Torrevieja;Hombres;2016;49,08
03133 Torrevieja;Hombres;2015;49,22
03133 Torrevieja;Hombres;2014;48,11
03133 Torrevieja;Mujeres;2019;41,1
03133 Torrevieja;Mujeres;2018;40,83
03133 Torrevieja;Mujeres;2017;41,13
03133 Torrevieja;Mujeres;2016;40,74
03133 Torrevieja;Mujeres;2015;39,77
03133 Torrevieja;Mujeres;2014;39,06
41095 Utrera;Ambos sexos;2019;36,69
41095 Utrera;Ambos sexos;2018;37,41
41095 Utrera;Ambos sexos;2017;37,69
41095 Utrera;Ambos sexos;2016;37,77
41095 Utrera;Ambos sexos;2015;36,19
41095 Utrera;Ambos sexos;2014;35,24
41095 Utrera;Hombres;2019;38,5
41095 Utrera;Hombres;2018;39,87
41095 Utrera;Hombres;2017;40,5
41095 Utrera;Hombres;2016;40,83
41095 Utrera;Hombres;2015;38,64
41095 Utrera;Hombres;2014;37,56
41095 Utrera;Mujeres;2019;34,99
41095 Utrera;Mujeres;2018;34,84
41095 Utrera;Mujeres;2017;34,77
41095 Utrera;Mujeres;2016;34,35
41095 Utrera;Mujeres;2015;33,47
41095 Utrera;Mujeres;2014;32,86
28161 Valdemoro;Ambos sexos;2019;40,64
28161 Valdemoro;Ambos sexos;2018;40,37
28161 Valdemoro;Ambos sexos;2017;39,1
28161 Valdemoro;Ambos sexos;2016;38,65
28161 Valdemoro;Ambos sexos;2015;38,32
28161 Valdemoro;Ambos sexos;2014;38,99
28161 Valdemoro;Hombres;2019;43,37
28161 Valdemoro;Hombres;2018;43,16
28161 Valdemoro;Hombres;2017;41,89
28161 Valdemoro;Hombres;2016;41,08
28161 Valdemoro;Hombres;2015;40,86
28161 Valdemoro;Hombres;2014;41,66
28161 Valdemoro;Mujeres;2019;37,48
28161 Valdemoro;Mujeres;2018;37,19
28161 Valdemoro;Mujeres;2017;36,01
28161 Valdemoro;Mujeres;2016;35,95
28161 Valdemoro;Mujeres;2015;35,66
28161 Valdemoro;Mujeres;2014;36,08
46250 València;Ambos sexos;2019;41,46
46250 València;Ambos sexos;2018;40,85
46250 València;Ambos sexos;2017;40,76
46250 València;Ambos sexos;2016;40,44
46250 València;Ambos sexos;2015;40,27
46250 València;Ambos sexos;2014;39,85
46250 València;Hombres;2019;43,94
46250 València;Hombres;2018;43,58
46250 València;Hombres;2017;43,7
46250 València;Hombres;2016;43,61
46250 València;Hombres;2015;43,47
46250 València;Hombres;2014;42,9
46250 València;Mujeres;2019;38,91
46250 València;Mujeres;2018;38,03
46250 València;Mujeres;2017;37,68
46250 València;Mujeres;2016;37,15
46250 València;Mujeres;2015;36,95
46250 València;Mujeres;2014;36,7
47186 Valladolid;Ambos sexos;2019;39,33
47186 Valladolid;Ambos sexos;2018;38,1
47186 Valladolid;Ambos sexos;2017;37,63
47186 Valladolid;Ambos sexos;2016;37,45
47186 Valladolid;Ambos sexos;2015;37,34
47186 Valladolid;Ambos sexos;2014;37,02
47186 Valladolid;Hombres;2019;42
47186 Valladolid;Hombres;2018;40,54
47186 Valladolid;Hombres;2017;39,89
47186 Valladolid;Hombres;2016;39,88
47186 Valladolid;Hombres;2015;39,74
47186 Valladolid;Hombres;2014;39,45
47186 Valladolid;Mujeres;2019;36,68
47186 Valladolid;Mujeres;2018;35,76
47186 Valladolid;Mujeres;2017;35,46
47186 Valladolid;Mujeres;2016;35,17
47186 Valladolid;Mujeres;2015;35,08
47186 Valladolid;Mujeres;2014;34,68
29094 Vélez-Málaga;Ambos sexos;2019;41,38
29094 Vélez-Málaga;Ambos sexos;2018;40,5
29094 Vélez-Málaga;Ambos sexos;2017;39,48
29094 Vélez-Málaga;Ambos sexos;2016;39,27
29094 Vélez-Málaga;Ambos sexos;2015;38,86
29094 Vélez-Málaga;Ambos sexos;2014;38,58
29094 Vélez-Málaga;Hombres;2019;44,07
29094 Vélez-Málaga;Hombres;2018;43,26
29094 Vélez-Málaga;Hombres;2017;42,14
29094 Vélez-Málaga;Hombres;2016;41,91
29094 Vélez-Málaga;Hombres;2015;41,92
29094 Vélez-Málaga;Hombres;2014;41,98
29094 Vélez-Málaga;Mujeres;2019;38,58
29094 Vélez-Málaga;Mujeres;2018;37,54
29094 Vélez-Málaga;Mujeres;2017;36,67
29094 Vélez-Málaga;Mujeres;2016;36,22
29094 Vélez-Málaga;Mujeres;2015;35,39
29094 Vélez-Málaga;Mujeres;2014;34,73
36057 Vigo;Ambos sexos;2019;41,47
36057 Vigo;Ambos sexos;2018;40,5
36057 Vigo;Ambos sexos;2017;40,03
36057 Vigo;Ambos sexos;2016;39,98
36057 Vigo;Ambos sexos;2015;39,35
36057 Vigo;Ambos sexos;2014;38,54
36057 Vigo;Hombres;2019;44,41
36057 Vigo;Hombres;2018;43,35
36057 Vigo;Hombres;2017;42,81
36057 Vigo;Hombres;2016;42,79
36057 Vigo;Hombres;2015;42,06
36057 Vigo;Hombres;2014;41,28
36057 Vigo;Mujeres;2019;38,44
36057 Vigo;Mujeres;2018;37,64
36057 Vigo;Mujeres;2017;37,31
36057 Vigo;Mujeres;2016;37,2
36057 Vigo;Mujeres;2015;36,71
36057 Vigo;Mujeres;2014;35,86
08301 Viladecans;Ambos sexos;2019;41,03
08301 Viladecans;Ambos sexos;2018;39,23
08301 Viladecans;Ambos sexos;2017;38,53
08301 Viladecans;Ambos sexos;2016;38,75
08301 Viladecans;Ambos sexos;2015;37,94
08301 Viladecans;Ambos sexos;2014;37,54
08301 Viladecans;Hombres;2019;42,49
08301 Viladecans;Hombres;2018;41,05
08301 Viladecans;Hombres;2017;40,32
08301 Viladecans;Hombres;2016;41,17
08301 Viladecans;Hombres;2015;40,57
08301 Viladecans;Hombres;2014;39,66
08301 Viladecans;Mujeres;2019;39,53
08301 Viladecans;Mujeres;2018;37,44
08301 Viladecans;Mujeres;2017;36,65
08301 Viladecans;Mujeres;2016;36,25
08301 Viladecans;Mujeres;2015;35,31
08301 Viladecans;Mujeres;2014;35,28
08307 Vilanova i la Geltrú;Ambos sexos;2019;43,12
08307 Vilanova i la Geltrú;Ambos sexos;2018;42,13
08307 Vilanova i la Geltrú;Ambos sexos;2017;41,9
08307 Vilanova i la Geltrú;Ambos sexos;2016;41,53
08307 Vilanova i la Geltrú;Ambos sexos;2015;40,61
08307 Vilanova i la Geltrú;Ambos sexos;2014;40,57
08307 Vilanova i la Geltrú;Hombres;2019;45,44
08307 Vilanova i la Geltrú;Hombres;2018;44,47
08307 Vilanova i la Geltrú;Hombres;2017;43,78
08307 Vilanova i la Geltrú;Hombres;2016;43,93
08307 Vilanova i la Geltrú;Hombres;2015;43,01
08307 Vilanova i la Geltrú;Hombres;2014;43,56
08307 Vilanova i la Geltrú;Mujeres;2019;40,62
08307 Vilanova i la Geltrú;Mujeres;2018;39,67
08307 Vilanova i la Geltrú;Mujeres;2017;39,94
08307 Vilanova i la Geltrú;Mujeres;2016;39
08307 Vilanova i la Geltrú;Mujeres;2015;38,09
08307 Vilanova i la Geltrú;Mujeres;2014;37,18
12135 Vila-real;Ambos sexos;2019;39,65
12135 Vila-real;Ambos sexos;2018;39,11
12135 Vila-real;Ambos sexos;2017;37,82
12135 Vila-real;Ambos sexos;2016;36,78
12135 Vila-real;Ambos sexos;2015;35,42
12135 Vila-real;Ambos sexos;2014;34
12135 Vila-real;Hombres;2019;42,19
12135 Vila-real;Hombres;2018;41,51
12135 Vila-real;Hombres;2017;40,25
12135 Vila-real;Hombres;2016;39,01
12135 Vila-real;Hombres;2015;37,01
12135 Vila-real;Hombres;2014;35,47
12135 Vila-real;Mujeres;2019;36,84
12135 Vila-real;Mujeres;2018;36,43
12135 Vila-real;Mujeres;2017;35,24
12135 Vila-real;Mujeres;2016;34,57
12135 Vila-real;Mujeres;2015;33,84
12135 Vila-real;Mujeres;2014;32,57
01059 Vitoria-Gasteiz;Ambos sexos;2019;40,27
01059 Vitoria-Gasteiz;Ambos sexos;2018;39,54
01059 Vitoria-Gasteiz;Ambos sexos;2017;39,42
01059 Vitoria-Gasteiz;Ambos sexos;2016;38,58
01059 Vitoria-Gasteiz;Ambos sexos;2015;37,97
01059 Vitoria-Gasteiz;Ambos sexos;2014;37,19
01059 Vitoria-Gasteiz;Hombres;2019;42,8
01059 Vitoria-Gasteiz;Hombres;2018;41,9
01059 Vitoria-Gasteiz;Hombres;2017;41,76
01059 Vitoria-Gasteiz;Hombres;2016;40,68
01059 Vitoria-Gasteiz;Hombres;2015;39,94
01059 Vitoria-Gasteiz;Hombres;2014;39,27
01059 Vitoria-Gasteiz;Mujeres;2019;37,76
01059 Vitoria-Gasteiz;Mujeres;2018;37,19
01059 Vitoria-Gasteiz;Mujeres;2017;37,15
01059 Vitoria-Gasteiz;Mujeres;2016;36,61
01059 Vitoria-Gasteiz;Mujeres;2015;36,1
01059 Vitoria-Gasteiz;Mujeres;2014;35,2
49275 Zamora;Ambos sexos;2019;40,23
49275 Zamora;Ambos sexos;2018;38,65
49275 Zamora;Ambos sexos;2017;38,18
49275 Zamora;Ambos sexos;2016;38,7
49275 Zamora;Ambos sexos;2015;38,37
49275 Zamora;Ambos sexos;2014;37,55
49275 Zamora;Hombres;2019;42,57
49275 Zamora;Hombres;2018;40,87
49275 Zamora;Hombres;2017;40,77
49275 Zamora;Hombres;2016;41,61
49275 Zamora;Hombres;2015;41,24
49275 Zamora;Hombres;2014;39,53
49275 Zamora;Mujeres;2019;37,97
49275 Zamora;Mujeres;2018;36,43
49275 Zamora;Mujeres;2017;35,54
49275 Zamora;Mujeres;2016;35,61
49275 Zamora;Mujeres;2015;35,31
49275 Zamora;Mujeres;2014;35,49
50297 Zaragoza;Ambos sexos;2019;39,86
50297 Zaragoza;Ambos sexos;2018;38,79
50297 Zaragoza;Ambos sexos;2017;38,4
50297 Zaragoza;Ambos sexos;2016;38,22
50297 Zaragoza;Ambos sexos;2015;37,62
50297 Zaragoza;Ambos sexos;2014;37,28
50297 Zaragoza;Hombres;2019;42,2
50297 Zaragoza;Hombres;2018;40,91
50297 Zaragoza;Hombres;2017;40,61
50297 Zaragoza;Hombres;2016;40,57
50297 Zaragoza;Hombres;2015;40,07
50297 Zaragoza;Hombres;2014;39,69
50297 Zaragoza;Mujeres;2019;37,47
50297 Zaragoza;Mujeres;2018;36,67
50297 Zaragoza;Mujeres;2017;36,23
50297 Zaragoza;Mujeres;2016;35,93
50297 Zaragoza;Mujeres;2015;35,24
50297 Zaragoza;Mujeres;2014;34,92
